Date,Open,High,Low,Close,Adj Close,Volume
2023-10-12,965.950012,969.950012,945.150024,948.650024,948.650024,353632
2023-10-13,949.950012,952.500000,941.700012,948.900024,948.900024,290187
2023-10-16,950.000000,956.599976,936.000000,938.799988,938.799988,376852
2023-10-17,949.950012,958.450012,945.200012,948.650024,948.650024,363315
2023-10-18,949.400024,953.950012,937.000000,939.049988,939.049988,281564
2023-10-19,937.000000,942.950012,922.349976,933.000000,933.000000,291740
2023-10-20,938.500000,946.799988,915.750000,920.150024,920.150024,625755
2023-10-23,928.000000,929.950012,875.000000,880.799988,880.799988,695285
2023-10-25,881.000000,899.000000,863.750000,876.150024,876.150024,464127
2023-10-26,866.500000,869.599976,815.549988,848.150024,848.150024,1138154
2023-10-27,852.849976,896.599976,852.849976,870.900024,870.900024,902416
2023-10-30,875.000000,939.799988,868.450012,915.250000,915.250000,2041633
2023-10-31,920.000000,933.349976,904.000000,911.650024,911.650024,713136
2023-11-01,914.700012,921.700012,876.000000,880.250000,880.250000,551732
2023-11-02,894.000000,912.950012,884.000000,892.099976,892.099976,510410
2023-11-03,898.950012,907.299988,897.000000,902.700012,902.700012,286930
2023-11-06,909.900024,929.799988,908.000000,926.500000,926.500000,619386
2023-11-07,934.700012,953.250000,916.849976,932.150024,932.150024,919787
2023-11-08,934.950012,950.599976,932.000000,946.650024,946.650024,492815
2023-11-09,953.000000,953.700012,933.500000,938.099976,938.099976,359924
2023-11-10,942.799988,946.200012,927.049988,938.700012,938.700012,311274
2023-11-13,942.049988,946.900024,932.599976,940.150024,940.150024,341112
2023-11-15,952.000000,954.900024,940.049988,950.150024,950.150024,412643
2023-11-16,948.000000,949.500000,939.349976,941.349976,941.349976,353018
2023-11-17,941.349976,943.650024,930.000000,936.099976,936.099976,341144
2023-11-20,935.000000,938.000000,915.150024,926.200012,926.200012,472979
2023-11-21,926.200012,936.849976,920.000000,926.599976,926.599976,377892
2023-11-22,925.950012,929.950012,910.000000,914.450012,914.450012,288736
2023-11-23,920.000000,935.000000,910.200012,930.700012,930.700012,350091
2023-11-24,936.000000,952.799988,920.000000,937.900024,937.900024,738018
2023-11-28,955.000000,1099.000000,955.000000,1052.800049,1052.800049,11565049
2023-11-29,1089.650024,1124.900024,1021.500000,1041.699951,1041.699951,6654207
2023-11-30,1040.000000,1040.000000,1006.250000,1028.800049,1028.800049,4253647
2023-12-01,1042.000000,1045.000000,1020.000000,1026.500000,1026.500000,1181792
2023-12-04,1160.000000,1184.000000,1092.550049,1123.750000,1123.750000,5999345
2023-12-05,1126.000000,1348.500000,1096.099976,1348.500000,1348.500000,16961888
2023-12-06,1474.500000,1608.000000,1463.250000,1563.449951,1563.449951,19688066
2023-12-07,1580.000000,1700.000000,1565.000000,1624.150024,1624.150024,10884637
2023-12-08,1645.000000,1668.800049,1495.000000,1550.300049,1550.300049,5410307
2023-12-11,1554.400024,1579.000000,1475.000000,1530.000000,1530.000000,2705685
2023-12-12,1532.849976,1539.900024,1453.500000,1463.900024,1463.900024,2007520
2023-12-13,1459.000000,1459.949951,1375.000000,1427.699951,1427.699951,2826807
2023-12-14,1435.949951,1535.000000,1435.949951,1508.300049,1508.300049,3437936
2023-12-15,1527.650024,1541.000000,1501.400024,1526.650024,1526.650024,1698622
2023-12-18,1518.949951,1544.849976,1500.250000,1524.650024,1524.650024,1077675
2023-12-19,1530.500000,1555.000000,1506.000000,1531.800049,1531.800049,965109
2023-12-20,1539.750000,1569.400024,1385.000000,1452.150024,1452.150024,2233664
2023-12-21,1390.050049,1549.000000,1390.050049,1519.550049,1519.550049,2134995
2023-12-22,1543.000000,1546.000000,1500.000000,1533.099976,1533.099976,1062643
2023-12-26,1555.000000,1632.000000,1551.550049,1600.199951,1600.199951,2810862
2023-12-27,1644.000000,1657.949951,1570.050049,1601.099976,1601.099976,2120712
2023-12-28,1605.099976,1608.400024,1555.000000,1561.000000,1561.000000,1156469
2023-12-29,1570.000000,1616.500000,1545.000000,1597.000000,1597.000000,1160954
2024-01-01,1598.000000,1620.000000,1585.000000,1598.400024,1598.400024,912757
2024-01-02,1598.800049,1616.000000,1565.699951,1603.550049,1603.550049,1031651
2024-01-03,1699.000000,1747.400024,1610.000000,1697.250000,1697.250000,8064214
2024-01-04,1706.550049,1723.000000,1675.050049,1692.500000,1692.500000,1492988
2024-01-05,1695.000000,1700.000000,1660.000000,1674.000000,1674.000000,871729
2024-01-08,1685.300049,1714.000000,1665.000000,1680.050049,1680.050049,1137776
2024-01-09,1698.050049,1725.000000,1679.050049,1683.400024,1683.400024,939531
2024-01-10,1704.000000,1755.000000,1691.000000,1723.250000,1723.250000,2417233
2024-01-11,1739.000000,1762.050049,1702.000000,1714.150024,1714.150024,985473
2024-01-12,1725.599976,1746.099976,1705.099976,1710.699951,1710.699951,620508
2024-01-15,1725.000000,1727.099976,1685.000000,1694.800049,1694.800049,687285
2024-01-16,1693.500000,1693.800049,1660.000000,1666.800049,1666.800049,961314
2024-01-17,1653.000000,1656.949951,1605.099976,1615.000000,1615.000000,1151828
2024-01-18,1615.000000,1629.000000,1565.650024,1588.250000,1588.250000,994211
2024-01-19,1610.000000,1619.150024,1562.750000,1570.750000,1570.750000,796187
2024-01-23,1740.000000,1745.000000,1632.000000,1680.900024,1680.900024,1594674
2024-01-24,1687.949951,1687.949951,1629.000000,1641.349976,1641.349976,9489231
2024-01-25,1647.000000,1677.000000,1636.050049,1664.800049,1664.800049,1088872
2024-01-29,1684.949951,1750.000000,1673.449951,1715.500000,1715.500000,3435566
2024-01-30,1720.000000,1722.000000,1674.000000,1679.449951,1679.449951,992518
2024-01-31,1680.000000,1694.900024,1665.050049,1669.449951,1669.449951,802666
2024-02-01,1689.000000,1706.000000,1655.650024,1665.949951,1665.949951,1735338
2024-02-02,1681.900024,1698.949951,1663.849976,1674.250000,1674.250000,946215
2024-02-05,1684.000000,1698.000000,1651.599976,1668.650024,1668.650024,1070961
2024-02-06,1668.650024,1744.949951,1653.000000,1721.650024,1721.650024,1975868
2024-02-07,1749.500000,1990.000000,1746.000000,1866.000000,1866.000000,8925796
2024-02-08,1884.099976,1918.000000,1820.000000,1827.949951,1827.949951,1698528
2024-02-09,1836.900024,1918.000000,1805.550049,1880.699951,1880.699951,3159808
2024-02-12,1888.050049,1908.000000,1830.000000,1842.599976,1842.599976,2383164
2024-02-13,1853.000000,1861.500000,1734.300049,1815.550049,1815.550049,1771092
2024-02-14,1813.000000,1882.949951,1796.400024,1852.250000,1852.250000,2627140
2024-02-15,1868.000000,1959.699951,1857.150024,1900.750000,1900.750000,3184514
2024-02-16,1910.050049,1930.750000,1891.650024,1904.750000,1904.750000,1701073
2024-02-19,1919.000000,1975.000000,1911.650024,1955.050049,1955.050049,2401867
2024-02-20,1963.699951,1964.000000,1920.000000,1926.650024,1926.650024,1252526
2024-02-21,1926.000000,1962.099976,1880.050049,1904.949951,1904.949951,1184961
2024-02-22,1915.000000,1930.000000,1866.699951,1922.650024,1922.650024,680137
2024-02-23,1930.500000,1943.300049,1910.000000,1923.300049,1923.300049,599092
2024-02-26,1931.400024,2000.000000,1925.000000,1970.449951,1970.449951,1995834
2024-02-27,1964.000000,2018.949951,1947.949951,1979.500000,1979.500000,1002672
2024-02-28,1989.800049,1996.500000,1891.000000,1918.150024,1918.150024,916806
2024-02-29,1921.000000,1947.349976,1855.949951,1895.050049,1895.050049,2243471
2024-03-01,1930.000000,1998.000000,1930.000000,1969.550049,1969.550049,947398
2024-03-04,1977.550049,1998.550049,1930.000000,1940.699951,1940.699951,609441
2024-03-05,1943.199951,1970.000000,1938.000000,1947.400024,1947.400024,415461
2024-03-06,1950.000000,1953.500000,1894.300049,1910.500000,1910.500000,643437
2024-03-07,1919.900024,1949.949951,1910.800049,1929.099976,1929.099976,517466
2024-03-11,1930.000000,1983.550049,1904.099976,1930.300049,1930.300049,755932
2024-03-12,1930.000000,1939.000000,1873.099976,1897.099976,1897.099976,639409
2024-03-13,1897.099976,1916.599976,1650.000000,1725.000000,1725.000000,2348187
2024-03-14,1716.000000,1913.000000,1663.199951,1895.300049,1895.300049,1875930
2024-03-15,1902.000000,1944.949951,1870.449951,1902.599976,1902.599976,1749994
